Date,Message,Image Link,Likes,Comments,Shares,Link Clicks,Engagements,Reach,Organic Reach,Impressions
2023-08-22,"🌟A night of glitz, glam and giving back! The Born This Gay: Free Your Spirit Extravaganza Ball was a night of remembrance and empowerment that truly showcased the strength and resilience of the LGBTQ+ community in partnership with Cazadores and Another Round Another Rally. 

We were able to raise $50,000 for the rehabilitation and reopening of Club Q, a safe space tragically taken from the community in an act of gun violence where we lost five souls in 2022 including Kelly Loving, Daniel Aston, Derrick Rump, Ashley Paugh, and Raymond Green Vance. The money raised will assist in building the memorial for those who were lost that night and will also go towards providing mental health services for up to a year to the survivors. 🏳️‍🌈

Photography by: Rush Jagoe",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/369233324_683461477146252_2062602149781327119_n.jpg?stp=dst-jpg_s720x720&_nc_cat=106&ccb=1-7&_nc_sid=127cfc&_nc_ohc=fDHahnovgqwQ7kNvgFz3k7D&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYCm4E7VJ67lDdxAOdPHsI-Db4l4_fOyGTBY89IDbhwqZA&oe=66F67F20,2,0,0,0,2,1742,2022,2153
2023-08-23,"VinePair is taking readers through the land of opportunity that was Tales of the Cocktail 2023!🌟

Check out their article highlighting #totc23 Cocktail Apprentice Program, Beyond the Bar and the Spirited Awards here⬇️ https://bit.ly/3q7vbjf",,3,0,0,4,4,1069,1288,1335
2023-08-24,"🍹 La Gran Familia Café took us on an immersive experience through a kaleidoscope of flavors, masterfully curated by 6 of the Best Bars in the U.S.: Double Chicken Please - DCP, Katana Kitten, LilliStar, Nickel City, Pacific Cocktail Haven and Serenata. Each collaboration celebrated mixology and journeyed through taste and togetherness. 🎉

Photography by: Bryan Tarnowski

#lagranfamilia #lagranfamiliacafe #TalesoftheCocktail2023",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/369560570_684736670352066_4666263486872432077_n.jpg?stp=dst-jpg_s720x720&_nc_cat=101&ccb=1-7&_nc_sid=127cfc&_nc_ohc=HdC2SjWbP-wQ7kNvgFVyDZk&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYAoCVRUMnZXhntFzL9QQ5SesJhQoNH0x7fC5fA26n2z0g&oe=66F65C2F,26,0,0,0,27,5817,6232,6570
2023-08-25,"We’re 'pine'-ing for a taste of this 🍍Pineapple Nola Whiskey Sour🥃 recipe from Ryan (IG: @reallyicetomeetyou) on #NationalWhiskeySourDay!⬇️

🥃 2 oz Whiskey
☕️ 0.5 oz Coffee Liqueur St. George Spirits 
🍍 2 oz Pineapple Juice
🍋 0.75 oz Lemon Juice

✨ Add ingredients to a shaker and shake with ice for 10 seconds. Pour over ice.

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra3-2.xx.fbcdn.net/v/t39.30808-6/368282411_684740463685020_7293812437128360006_n.jpg?stp=dst-jpg_s720x720&_nc_cat=104&ccb=1-7&_nc_sid=127cfc&_nc_ohc=SGdH4VNj7NYQ7kNvgGooAPT&_nc_ht=scontent-fra3-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYBnpSnSFbQa4w5RSzeAWXh8VkD-3pZ5PmJTpbq2j-60Xg&oe=66F65BB1,23,2,1,0,24,2704,3099,3156
2023-08-29,"Cooling off from the New Orleans heat was a breeze at The World's SMOOOVEST Pool Party, presented by White Claw Premium Vodka! ☀️🍹 

With custom cocktails from four themed bars, we soaked up the skyline's beauty, cooled down in the inviting pool waters and enjoyed the mix of popular DJs and local live music. Take a look at some of the event's highlights! 📸 

Photography by: Joseph Vidrine
Photography by: Bryan Tarnowski",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/372908555_687842703374796_2737484261555276089_n.jpg?stp=dst-jpg_s720x720&_nc_cat=106&ccb=1-7&_nc_sid=127cfc&_nc_ohc=684PO_CsWZ0Q7kNvgHulkKZ&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYA3eoRDlhDM7jBKABi88tE3lr3ccreYVC_0XOuLnTYsDg&oe=66F65FAC,16,0,0,0,18,3954,4451,4590
2023-08-30,"Embrace the bitter side of paradise on #NationalMaiTaiDay with this 🍹Bitter Mai Tai🌴 recipe from Amir Jakupovic (IG: @ gin_with_me)!⬇️

🍹 1.5 oz Red Italian Bitter
🥃 0.75 oz Aged Rum
🍹 1 oz Lime Juice
🍯 0.75 oz Orgeat Syrup
🍹 0.5 oz Dry Curaçao
🌿 Garnish: Mint Sprig

✨ Shake all ingredients with ice and strain into a glass filled with crushed ice. Garnish with a mint sprig, and enjoy!

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/372834872_688341526658247_5729552459874973580_n.jpg?stp=dst-jpg_s720x720&_nc_cat=108&ccb=1-7&_nc_sid=127cfc&_nc_ohc=GPUnEi6yZZoQ7kNvgFOPRpw&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYDlUG2LwRCuXDM_8k4GudTLlaEnhcrqYRHK6OwYF22YzQ&oe=66F6663E,11,0,1,0,12,1928,2334,2334
2023-09-01,"Campari Community and Spiegelworld joined forces in a symphony of music, movement, and memories, to create an unforgettable night. Take a look at the magic that unfolded!🕺🔮

#CampariTakesTales2023 #totc #totcf",https://scontent-fra3-2.xx.fbcdn.net/v/t39.30808-6/371532722_689011113257955_6531808021224091873_n.jpg?stp=dst-jpg_s720x720&_nc_cat=111&ccb=1-7&_nc_sid=127cfc&_nc_ohc=suOup6mlaZ0Q7kNvgFCl62T&_nc_ht=scontent-fra3-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYCb_P-yD8itb-BKeT6xin-QtUZm3R5gm1RnIomnY8J_Gg&oe=66F650EB,10,0,0,0,12,3001,3370,3490
2023-09-06,"We can't bee-lieve how refreshing this 🍊Mandarino🍊 cocktail is! Check out the recipe from ALQUÍMICO — 2023 Spirited Award Best International Bar Team winner!⬇️

🍸 Gin
🍊 Alquímico Mandarin Lemon Liqueur
🍍 Pineapple Extract
💚 Lime Juice
🐝 Bee Pollen

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf #2023SpiritedAwards #SA2023",https://scontent-fra3-2.xx.fbcdn.net/v/t39.30808-6/375758992_691894746302925_7357644676861029357_n.jpg?stp=dst-jpg_s960x960&_nc_cat=104&ccb=1-7&_nc_sid=127cfc&_nc_ohc=-h6YKn40wqAQ7kNvgFz5-jI&_nc_ht=scontent-fra3-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYA3wcOUK6PZhEay5_veDOUD7-g_CKcofU64fd7D0addUw&oe=66F677D0,9,0,0,0,10,1695,1915,1918
2023-09-07,"The Hendrick's Expedition Cocktail recently dropped anchor in Dallas for another successful workshop! ⚓️ Check out how attendees journeyed across uncharted cocktail & ingredient realms while learning from industry experts. 📸

Now, it's time to set sail and explore the world of mixology in Miami! On September 18, embark on a bartending adventure that could lead you to the prestigious Gin Palace and the renowned London Cocktail Week!✨

Learn more about Hendrick's Expedition Cocktail and how to get involved here: https://bit.ly/45WJaHE

#HEC2023 #Hendricks2023",https://scontent-fra3-2.xx.fbcdn.net/v/t39.30808-6/375835660_692615952897471_4234230333222713072_n.jpg?stp=dst-jpg_s1080x2048&_nc_cat=111&ccb=1-7&_nc_sid=127cfc&_nc_ohc=y6cTMeGp4JQQ7kNvgE2IxCR&_nc_ht=scontent-fra3-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYDtPzcsVcqcW_X-4ypTsjLLiap8c6Zl0WtEO_IpJHhKlA&oe=66F685EE,22,2,0,22,23,4645,5073,5177
2023-09-07,"We entered a world of flavor and craftsmanship at Sazerac House, where a new adventure unfolded every day! 🥃

From the mesmerizing World of 375 Park Ave Spirits to the soulful journey of American Whiskey in NOLA and the laid-back vibes of Agave Lounge, each event left us craving more! ✨

Photography by: Rush Jagoe

#totc2023 #totc #TalesoftheCocktail2023 #totcf",https://scontent-fra3-2.xx.fbcdn.net/v/t39.30808-6/375804352_692084779617255_1874727943952390817_n.jpg?stp=dst-jpg_s720x720&_nc_cat=104&ccb=1-7&_nc_sid=127cfc&_nc_ohc=LCaQjuUz4REQ7kNvgHJpuyZ&_nc_ht=scontent-fra3-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYBrbDsWVMnTGjibKR6WBcSnHGwlRcG6U_m5U19zj3JXqA&oe=66F65414,15,0,1,0,15,4674,5049,5311
2023-09-08,"The 2023 theme of Tales of the Cocktail Foundation’s Grant Program focuses on bartender welfare and well-being. Our four finalists and their work perfectly embody this dedication.🍹

🌟 Our first grant finalist spotlight is A Sip of Paradise Garden from Atlanta, Georgia! A Sip of Paradise Garden is a nonprofit bartenders' community garden that provides horticultural therapy, employment resources, and health and wellness programs for bartenders and the greater hospitality community to recharge their minds, bodies and spirits.

To learn more about A Sip of Paradise Garden, the other 2023 grant finalists, and TOTCF's Beyond the Bar programming, visit: https://bit.ly/3XLw2ST

Special thanks to our sponsors: Cointreau Edrington Bulleit

#TOTCFGrant2023 #TalesoftheCocktail2023 #totc2023",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/391747339_712428487582884_4385081515245844139_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=127cfc&_nc_ohc=-rJaOtKnPsQQ7kNvgFqo9Zo&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYCoYLostvts7nfMKnIrBWUU6Ra1Q4qnt8DSFOuxd0Qc6A&oe=66F6804E,3,0,0,2,3,155,292,309
2023-09-09,"Libbey Pro joined forces with Maker's Mark to host the Libbey Maker's Cocktail Contest Experience at #totc2023, where attendees curated their cocktails by selecting a base and crafting over-the-top garnish from a live garnish garden. Five entries – each representing a distinct Libbey glass – were judged and selected to take home a $500 prize. 🍹

⬇️ Check out Kristina Smith's entry using the Renewal Crosshatch Highball glass, and get your very own Libbey glass here: https://bit.ly/3PwmtVl

#formakersbymakers #libbeypro",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/376659657_693188226173577_4749517664913886921_n.jpg?stp=dst-jpg_p720x720&_nc_cat=101&ccb=1-7&_nc_sid=127cfc&_nc_ohc=zxduF-EDnfcQ7kNvgFUhgw1&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYAf7GRG1p3Ts7llOpu_3kxgrqCbpM-h9cl5KRU8xdT-zA&oe=66F68393,9,2,0,0,9,2888,3185,3185
2023-09-12,"Tales of the Cocktail Foundation presents The Bartender’s Manifesto Class hosted at Cane & Table!🍹

Join Toby Maloney in New Orleans for a four-hour class teaching the philosophies of his Spirited Awards® winning book The Bartender’s Manifesto. All attendees receive a copy of the Bartender’s Manifesto. 10% of the proceeds go to Turning Tables.

🗓️ Sunday, Sept. 17
⏰ 1 p.m.
Open to the Public
🔗 Space is limited. Buy tickets here: https://bit.ly/3PyK8o1

🗓️ Monday, Sept. 18
⏰ 1 p.m.
New Orleans Drinks Industry Only 
🔗 Spaces are limited. TOTCF, Campari, Heaven Hill, Maison Ferrand, and Pernod Ricard are offering scholarships for a select number of bartenders. To apply to attend this class, email education@talesofthecocktail.org with interest by Sept. 14, 2023 at 12 p.m. CT.

Special thanks to our sponsors Campari, Heaven Hill, Maison Ferrand, Pernod Ricard, and Octavia Books.

#totc2023 #totc #TalesoftheCocktail2023 #totcf",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/378309292_695056035986796_5289993841010555058_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=127cfc&_nc_ohc=Vs1PTLXsNTsQ7kNvgHQZGxk&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYBRk3AaN6BT7JLguvw-sQBJ7mizY6AlQssEE4UkRfgN_w&oe=66F66AA0,2,0,1,1,3,1330,1948,2063
2023-09-12,"⏰ It's time to submit Tales of the Cocktail 2024 Seminar Proposals! ⏰

Do you have an idea that could bring change in the industry or business insights to reveal? Share them with the global cocktail community! Submit a Tales of the Cocktail 2024 Seminar Proposal by November 28 here: https://bit.ly/3RV84An 

 #totc2024 #totc #TalesoftheCocktail2024 #totcf",https://scontent-fra5-2.xx.fbcdn.net/v/t15.5256-10/375702900_1676195756198590_7246740761790391309_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=c3bc4c&_nc_ohc=fIl2gRMzDsUQ7kNvgFYZQDQ&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYCABgAO3wZmLoroBC1r1XXNYwRzQbGd1pd29Z8XCL_Rqw&oe=66F681E8,6,0,1,2,6,716,942,964
2023-09-13,"🌟 Our next grant finalist spotlight is Equal Measures UK! Equal Measures UK empowers and supports marginalized individuals and groups, including Black, Asian, and other minority ethnicities, along with queer, gender queer individuals, those who are neurodivergent, and those encountering systemic barriers to their advancement.

Click here to learn more about Equal Measures UK and the other 2023 grant finalists: https://bit.ly/3XLw2ST

Special thanks to our sponsors: Cointreau Edrington Bulleit 

#TOTCFGrant2023  #totc2023 #totc #TalesoftheCocktail2023 #totcf",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/378685200_695544409271292_6308943627918443005_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=127cfc&_nc_ohc=sYbBEOvCRCEQ7kNvgFsWRk0&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYAmLVwJNaM2aKIc_gbcnKd2U2-oZAzVaT-IjT2fiyBHUQ&oe=66F672B4,1,0,0,0,1,353,534,575
2023-09-15,"Celebrate Hispanic & Latinx Heritage Month with Roberto Núñez Moreno, Patrón Tequila National Brand Ambassador!🎉

Roberto reflects on the difficulties Latinos face and their enduring dedication. He sheds light on the challenges and triumphs that have shaped their journey in the bar industry, reminding us of the rich culture and flavors they bring to the table.🍹

Find Roberto's full feature, ""Los Latinos; The Secret Ingredient"" here: https://bit.ly/3LriVkK

Cocktail Photo Credit: Alfredo Viser

#HispanicHeritageMonth #LatinxHeritageMonth #totcf #totc2023heritagemonthseries",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/378811024_697149089110824_1370323148447401736_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=127cfc&_nc_ohc=NC9cRWUf-TMQ7kNvgF2JGsA&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=Af5AlwtCfIDQAtwUvdOGCJI&oh=00_AYBCJlJrrMeHznbJWbdj276TjaLzoLl39BS_IAVK5Eh4fw&oe=66F66470,7,0,0,1,10,1723,2027,2033
2023-09-16,"Didn't make it to every #totc2023 seminar? No worries! We're excited to begin sharing a select number of 2023 seminars on our YouTube channel so you can enjoy them from anywhere.🥂

First up is the Keynote Address on how bartenders are critical in building long-lasting and profitable brands and the changing ecosystem of the beverage alcohol market. 

🍹 Relive every insightful moment, expert tip, and mixology masterpiece here: https://bit.ly/3qVTHnP

#totc #TalesoftheCocktail2023 #totcf",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/379630382_697298822429184_6613874825077377038_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=127cfc&_nc_ohc=KWSf_Ljp3cgQ7kNvgEe5tG5&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=Af5AlwtCfIDQAtwUvdOGCJI&oh=00_AYB34YrbA4JDkqI1NZysqD_MZMEut9ZIlk5IRB8n4LEX0g&oe=66F67132,5,1,1,0,6,551,764,813
2023-09-16,"Lights, camera, cocktails!🎥🍹 2023 Spirited Awards Official Media Partner Forbes brings the essence of Tales of the Cocktail 2023 straight to your screens, capturing the innovation and spirited camaraderie making this event a toast to the world of mixology!

#SA2023 #totc2023 #totc #TalesoftheCocktail2023 #totcf",https://scontent-fra3-2.xx.fbcdn.net/v/t15.5256-10/375767464_3610922689177085_263719626451498834_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=7965db&_nc_ohc=841_jI8KeIUQ7kNvgE5lmuk&_nc_ht=scontent-fra3-2.xx&edm=AKIiGfEEAAAA&_nc_gid=Af5AlwtCfIDQAtwUvdOGCJI&oh=00_AYB2dVAecfbjVijn1Q34UxaMxOkT6-LqLKD7N8MBnAJQLg&oe=66F68303,6,0,1,0,7,560,857,920
2023-09-18,"Indulge in #NegroniWeek with this stunning 🥃 Negroni 🥃 recipe from Jigger and Pony — 2023 Best International Hotel Bar Spirited Award winner!⬇️

🍸 Fords Gin
🍷 Cinzano Rosso
🍷 Campari

📸: Lauryn Ishak

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf #2023SpiritedAwards #SA2023",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/380150076_698948848930848_9215202312915406597_n.jpg?stp=dst-jpg_p720x720&_nc_cat=105&ccb=1-7&_nc_sid=127cfc&_nc_ohc=HZLpeTPU16oQ7kNvgEbgZ_P&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=Af5AlwtCfIDQAtwUvdOGCJI&oh=00_AYCLfF7Qm4Oh2_4qoxhh125XbM4FmCxOS2doyre7Nu4kVg&oe=66F6579A,13,0,2,0,14,1885,2222,2284
2023-09-18,"🌟 Our third grant finalist spotlight is Giving Kitchen from Atlanta, Georgia! Giving Kitchen is a food service community with a mission to provide emergency assistance to food service workers and bartenders through financial support and community resources. 

Click here to learn more about Giving Kitchen and the other 2023 grant finalists: https://bit.ly/3XLw2ST

Special thanks to our sponsors: Cointreau Edrington Bulleit 

#TOTCFGrant2023  #totc2023 #totc #TalesoftheCocktail2023 #totcf",https://scontent-fra3-2.xx.fbcdn.net/v/t39.30808-6/380165307_698957742263292_7450742517001734231_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=127cfc&_nc_ohc=Rl_pvsouurAQ7kNvgEcLTVx&_nc_ht=scontent-fra3-2.xx&edm=AKIiGfEEAAAA&_nc_gid=Af5AlwtCfIDQAtwUvdOGCJI&oh=00_AYCiNCEQ-jNRcGLGKJq3k_PTRHZYroBc5phgZBiqTlhh0Q&oe=66F66A32,1,0,0,0,1,486,664,713
2023-09-19,"Meet the Top 22 Semi-Finalists of the Most Imaginative Bartender competition!👏

These semi-finalists will compete in front of a panel of judges, including representatives from Tales of the Cocktail Foundation, Bombay Sapphire, and renowned industry experts, as they pour their creativity into every cocktail.🍹

Learn more about the competition here: https://bit.ly/3PLMcco 

#MIB2024 #BombaySapphire",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/379791915_699693722189694_1038752578161324350_n.jpg?stp=dst-jpg_s720x720&_nc_cat=101&ccb=1-7&_nc_sid=127cfc&_nc_ohc=6AheHnuwk2gQ7kNvgG61Nac&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=Af5AlwtCfIDQAtwUvdOGCJI&oh=00_AYB6CNgsFtU6dTTu3Y7Hq_6IG39OxqoKaVyqT76dRnh-3Q&oe=66F6569A,19,0,2,20,22,6225,7041,7079
2023-09-20,"In the ""Africa is Now!"" seminar, our panel explored the:
🌍 varied landscape of African bars
🎉 need to preserve and celebrate the continent’s rich cultural identity
🌟 importance of Africa's seat at the global industry table

To watch this seminar and other #totc2023 seminars, click here: https://bit.ly/45WDvBH

#totc #TalesoftheCocktail2023 #totcf",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/380878739_700121262146940_889855291631578186_n.jpg?stp=dst-jpg_s720x720&_nc_cat=110&ccb=1-7&_nc_sid=127cfc&_nc_ohc=N7x-VKGDnXYQ7kNvgFlUii1&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=Af5AlwtCfIDQAtwUvdOGCJI&oh=00_AYBSyA2pnS3nUNRxXmvrELjZyVY_NVIj7VedDl5lJoA-RQ&oe=66F65E0D,1,0,0,0,1,313,500,525
2023-09-22,"🌟 Introducing our final grant finalist spotlight – Turning Tables from New Orleans, LA! Turning Tables is a bar training program that advocates for equity in the hospitality industry for exposure in a system of support for the Black and Brown communities of New Orleans. 

Click here to learn more about Turning Tables and the other 2023 grant finalists: https://bit.ly/3XLw2ST

Special thanks to our sponsors: Rémy Cointreau Edrington Bulleit 

#TOTCFGrant2023  #totc2023 #totc #TalesoftheCocktail2023 #totcf",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/381003660_701409315351468_8794652994415682480_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=127cfc&_nc_ohc=7OoJRyn4B5kQ7kNvgHOUOjh&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=Af5AlwtCfIDQAtwUvdOGCJI&oh=00_AYDboKTw5UkwAVArlD1IIeaFI2d_dp2wh0qiYRmCgx9A7A&oe=66F654A3,1,0,0,0,1,983,1203,1248
2023-09-25,"Squeeze the day with this peel-ightful 🍊Blood Orange Margarita🍊 recipe from AJ (IG: @thehobbydrinkchef)!⬇️

🥃 1 oz Blanco Tequila
🍹 ½ oz Aperol
🥃 1 oz Mezcal
🧡 ¾ oz Triple Sec 
🍯 ¼ oz Agave Nectar
💚 ¾ oz Lime Juice
🧡 ¾ oz Blood Orange Juice
🌶️ 3 Dashes of Hot Pepper Bitters

✨ Add all ingredients to a shaker tin with ice and shake. Strain over fresh ice in a salt rimmed rocks glass. Garnish with a blood orange wheel.

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra3-2.xx.fbcdn.net/v/t39.30808-6/384112363_703218295170570_4282145412050152566_n.jpg?stp=dst-jpg_s720x720&_nc_cat=111&ccb=1-7&_nc_sid=127cfc&_nc_ohc=QY_sLCKUYa0Q7kNvgHhulN5&_nc_ht=scontent-fra3-2.xx&edm=AKIiGfEEAAAA&_nc_gid=Af5AlwtCfIDQAtwUvdOGCJI&oh=00_AYCv6P-LDudmfW-oD4is4bqjRAsKIs6UC2fzPt9jMHAhPg&oe=66F6700A,10,1,0,0,12,1632,1892,1983
2023-09-27,"We were whisk-yed away by the fun had at Monkey Shoulder's Disco Nap at #totc2023! 🥃✨ From dance floor shenanigans to sipping on liquid grooves, it was a night of unforgettable beats and whisky treats.🕺💃🎶 

Photography: by Cory Fontenot

#MonkeyShoulder #DiscoNap #totc #TalesoftheCocktail2023 #totcf",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/384115716_704345565057843_702946823521472065_n.jpg?stp=dst-jpg_s720x720&_nc_cat=100&ccb=1-7&_nc_sid=127cfc&_nc_ohc=R5kwIMZOzyQQ7kNvgHXE82L&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=Af5AlwtCfIDQAtwUvdOGCJI&oh=00_AYDGQM1y_e9j5sYK-gW_1sgJb9Jc4tDDtSWzdvBzIcfbyQ&oe=66F68102,17,0,0,0,17,1133,1865,1914
